"","STUDY_ID","LATITUDE","LONGITUDE"
"342",2.35,"-27.42027778","-48.85027778"
"343",2.35,"-27.74138889","-48.80583333"
"344",2.35,"-27.435","-48.90055556"
"345",2.35,"-27.43111111","-48.90805556"
"346",2.35,"-28.55888889","-49.58805556"
"347",2.35,"-28.55888889","-49.59111111"
"348",2.35,"-27.41944444","-48.85833333"
"349",2.35,"-27.86527778","-48.84333333"
"350",2.35,"-27.74361111","-48.80805556"
"351",2.35,"-27.43388889","-48.8975"
"352",2.35,"-27.40138889","-48.83388889"
"353",2.35,"-27.86472222","-48.86611111"
"354",2.35,"-27.43083333","-48.84583333"
"355",2.35,"-28.53666667","-49.60416667"
"356",2.35,"-28.55861111","-49.59333333"
"357",2.35,"-28.56027778","-49.58972222"
"358",2.35,"-27.105","-48.88083333"
"359",2.35,"-27.90353368","-49.88527154"
"360",2.35,"-27.89691879","-49.79418747"
"361",2.35,"-27.9027576","-49.79594121"
"362",2.35,"-27.68388889","-49.16916667"
"363",2.35,"-27.68388889","-49.16805556"
"364",2.35,"-27.68555556","-49.16833333"
"365",2.35,"-27.68444444","-49.16777778"
"366",2.35,"-27.68416667","-49.16916667"
"367",2.35,"-27.68472222","-49.16888889"
"368",2.35,"-27.685","-49.16833333"
"369",2.35,"-27.92028307","-49.88002793"
"370",2.35,"-27.43583333","-48.88083333"
"371",2.35,"-27.99325278","-49.36445833"
"372",2.35,"-27.989725","-49.37828889"
"373",2.35,"-28.54388889","-49.60111111"
"374",2.35,"-27.991525","-49.37551389"
"375",2.35,"-27.98708611","-49.37828889"
"376",2.35,"-27.99351111","-49.36957778"
"377",2.35,"-28.00005833","-49.36885556"
"378",2.35,"-27.989725","-49.37856667"
"379",2.35,"-27.41888889","-48.84638889"
"380",2.35,"-27.89027778","-48.85555556"
"381",2.35,"-27.91524262","-49.86777883"
"382",2.35,"-27.41583333","-48.84333333"
"383",2.35,"-27.90859673","-49.88417185"
"384",2.35,"-27.99626667","-49.37095833"
"385",2.35,"-27.98865278","-49.37634722"
"386",2.35,"-27.91110494","-49.8656193"
"387",2.35,"-27.98857222","-49.37720556"
"388",2.35,"-27.99445278","-49.37131667"
"389",2.35,"-28.00087778","-49.37075"
"390",2.36,"-26.69777778","-51.92833333"
"391",2.36,"-26.73138889","-51.96055556"
"392",2.36,"-28.0877","-49.5042"
"393",2.36,"-28.14376","-49.62001"
"394",2.36,"-28.16211","-49.63723"
"395",2.36,"-28.15762","-49.64907"
"396",2.36,"-28.04928","-50.29416"
"397",2.36,"-28.04845","-50.2951"
"398",2.36,"-28.04815","-50.2945"
"399",2.36,"-28.04667","-50.29603"
"400",2.36,"-28.04582","-50.29519"
"401",2.36,"-27.89569","-49.4388"
"402",2.36,"-28.04549","-50.29381"
"403",2.36,"-27.90033","-49.39079"
"404",2.36,"-27.89875","-49.3863"
"405",2.36,"-28.10497","-49.48784"
"406",2.36,"-28.14058","-49.61472"
"407",2.36,"-28.14269","-49.61985"
"408",2.36,"-27.90219722","-49.38474444"
"409",2.36,"-27.89963","-49.39254"
"410",2.36,"-27.89832","-49.38659"
"411",2.36,"-27.89769","-49.38414"
"412",2.36,"-28.0417","-50.293"
"413",2.36,"-26.69638889","-51.95472222"
"414",2.36,"-27.99549","-49.36892"
"415",2.36,"-28.05007","-50.29376"
"416",2.36,"-26.86138889","-51.79111111"
"417",2.36,"-26.80166667","-51.90638889"
"418",2.36,"-26.80944444","-51.85222222"
"419",2.36,"-26.71138889","-51.94027778"
"420",2.36,"-27.9981","-49.36844"
"421",2.36,"-28.04292","-50.29311"
"422",2.36,"-28.10757","-49.48559"
"423",2.36,"-28.0901","-49.5032"
"424",2.36,"-28.00052","-49.36957"
"425",2.36,"-28.0748","-49.5033"
"426",2.36,"-27.91102515","-49.87868541"
"427",2.36,"-27.9027576","-49.79594121"
"428",2.36,"-27.89691879","-49.79418747"
"429",2.36,"-27.91110494","-49.8656193"
"430",2.36,"-27.90250873","-49.7842611"
"431",2.36,"-26.70916667","-51.9275"
"432",2.36,"-27.90859673","-49.88417185"
"433",2.36,"-26.85833333","-51.8425"
"434",2.36,"-26.75694444","-51.96638889"
"435",2.36,"-27.89962307","-49.78952438"
"436",2.36,"-27.90353368","-49.88527154"
"437",2.36,"-27.92028307","-49.88002793"
"438",2.36,"-27.91524262","-49.86777883"
"439",2.36,"-27.90553765","-49.8760727"
"440",2.36,"-27.92194934","-49.86654377"
"441",2.36,"-26.83194444","-51.97861111"
"442",2.36,"-26.74472222","-51.97972222"
"443",2.36,"-26.81333333","-51.99194444"
"444",2.36,"-26.79555556","-51.98472222"
"445",2.36,"-26.81833333","-51.79194444"
"446",2.36,"-26.79916667","-51.81861111"
"447",2.36,"-26.72444444","-51.93305556"
"448",2.36,"-26.78833333","-51.86416667"
"449",2.36,"-26.83555556","-51.89111111"
"450",2.36,"-28.11367","-49.48509"
"451",2.36,"-28.15574","-49.64466"
"452",2.36,"-28.15396","-49.64029"
"453",2.36,"-28.1159","-49.4856"
"454",2.36,"-28.11427","-49.49557"
"455",2.36,"-28.14989","-49.63238"
"456",2.36,"-28.1161","-49.4949"
"457",2.36,"-28.15774","-49.62861"
"458",2.36,"-27.99409","-49.37064"
"459",2.36,"-27.89808","-49.39702"
"460",2.36,"-27.89818","-49.3889"
"461",2.36,"-28.00732","-49.3741"
"462",2.36,"-27.90037","-49.38979"
"463",2.36,"-28.01333","-49.37259"
"464",2.36,"-28.00111111","-49.37111111"
"465",2.36,"-26.8275","-51.80805556"
"466",2.36,"-27.99694444","-49.36888889"
"467",2.36,"-28.00664","-49.37495"
"468",2.36,"-28.16661","-49.64595"
"469",2.37,"47.973","20.416"
"470",2.37,"46.65","21.28"
"471",2.37,"48.049","20.528"
"472",2.37,"47.685","16.583"
"473",2.37,"46.424","18.79"
"474",2.37,"46.205","19.547"
"475",2.37,"47.475","18.397"
"476",2.38,"57.866667","24.983333"
"477",2.38,"57.85","25"
"478",2.38,"57.9","25"
"479",2.39,"-29.737","-53.851"
"480",2.39,"-29.75","-53.86"
"481",2.39,"-29.784","-53.867"
"482",2.4,"53.307573","-0.859682"
"483",2.41,"-34.52","-58.8"
"484",2.42,"-34.48","-58.26"
"485",2.43,"50.977989","-0.972411"
